Protein_FDR_Confidence_Combined	Master	Accession	Description	Coverage[%]	No.Peptides	No.PSMs	No.Unique_Peptides	MW[kDa]	Gene_Symbol	Abundance_1_0	Abundance_1_1	Abundance_1_2	Abundance_1_3	Abundance_1_4	Abundance_1_5	Abundance_1_6	Abundance_1_7	Abundance_1_8	Abundance_1_9	Abundance_1_10	Abundance_1_11	Abundance_1_12	Abundance_1_13	Abundance_1_14	Abundance_1_15	Abundance_2_0	Abundance_2_1	Abundance_2_2	Abundance_2_3	Abundance_2_4	Abundance_2_5	Abundance_2_6	Abundance_2_7	Abundance_2_8	Abundance_2_9	Abundance_2_10	Abundance_2_11	Abundance_2_12	Abundance_2_13	Abundance_2_14	Abundance_2_15	Abundance_3_0	Abundance_3_1	Abundance_3_2	Abundance_3_3	Abundance_3_4	Abundance_3_5	Abundance_3_6	Abundance_3_7	Abundance_3_8	Abundance_3_9	Abundance_3_10	Abundance_3_11	Abundance_3_12	Abundance_3_13	Abundance_3_14	Abundance_3_15	Abundance_4_0	Abundance_4_1	Abundance_4_2	Abundance_4_3	Abundance_4_4	Abundance_4_5	Abundance_4_6	Abundance_4_7	Abundance_4_8	Abundance_4_9	Abundance_4_10	Abundance_4_11	Abundance_4_12	Abundance_4_13	Abundance_4_14	Abundance_4_15	Abundance_5_0	Abundance_5_1	Abundance_5_2	Abundance_5_3	Abundance_5_4	Abundance_5_5	Abundance_5_6	Abundance_5_7	Abundance_5_8	Abundance_5_9	Abundance_5_10	Abundance_5_11	Abundance_5_12	Abundance_5_13	Abundance_5_14	Abundance_5_15
High	Master Protein	Q9UL46	Proteasome activator complex subunit 2 OS=Homo sapiens OX=9606 GN=PSME2 PE=1 SV=4	9	1	2	1	27.4	PSME2																																																	19	36.4	23.6	52.7	65.5	23.1	97.1	58.1	27.7	14.6	9.1	11.2	26.5	5.7	13.4	21.9																
Medium	Master Protein	Q96TA1	Protein Niban 2 OS=Homo sapiens OX=9606 GN=NIBAN2 PE=1 SV=3	2	1	2	1	84.1	NIBAN2																																	41.2	140.4	235.8	54.8	38.8	20.6	31.9	7.6	13.7	143.7	42	23.6	69.8	21	13.3	73.4	63.4	98.5	49.5	85.5	43.1	52.2	542.4	66.4	82.1	18.2	19.9	16.8	127.7	27.7	49.3	76.3																
Low	Master Protein	P09497	Clathrin light chain B OS=Homo sapiens OX=9606 GN=CLTB PE=1 SV=1	3	1	2	1	25.2	CLTB																																	65.5	105.6	124.8	55.4	25.5	45.2	44.3	12.9	24	96.9	35.5	22.7	50	15.4	17.2	23.5																																
Medium	Master Protein	O14558	Heat shock protein beta-6 OS=Homo sapiens OX=9606 GN=HSPB6 PE=1 SV=2	8	1	2	1	17.1	HSPB6	6.9	2.9	6.4	2.8	6	5	16.3		3.3	3.9		2		6.2		2.5																																																																
High	Master Protein	P07954	"Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3"	4	1	2	1	54.6	FH																																	2.9	17.9	22.1	5.7	1.7	4	6.3		2.8	11.4	4.7	2.4	5.4		4.5	5.4																																
Medium	Master Protein	A0A6N0RR91	Uncharacterized protein OS=Pseudomonas aeruginosa OX=287 GN=HB737_24285 PE=4 SV=1	3	1	2	1	30.7																		123.8	15.6	23.4		91.4	95	42.1	32.1	89.7	33.6	28.8	172.3	334	34.4	131	69.6																																																
High	Master Protein	P50552	Vasodilator-stimulated phosphoprotein OS=Homo sapiens OX=9606 GN=VASP PE=1 SV=3	3	1	2	1	39.8	VASP																																																	46.2	72	25.9	24	22	33.5	246.2	16.6	18.5	6.7	3.3	6	20.9	5.7	10.4	10.2	45.5	5.7	14.6	15.1	15.2	7	11.2	27.2	6.3	74.7	11.9	10.5	9.4	5.9	9.5	54.4
High	Master Protein	P07108	Acyl-CoA-binding protein OS=Homo sapiens OX=9606 GN=DBI PE=1 SV=2	23	1	2	1	10	DBI																																																																	20		9.1	12	24.3	8	34.1	8.6	4.8	20.1	3.6	4.4	3.5	5.7	12.8	5.7
High	Master Protein	Q7Z4W1	L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2	3	1	2	1	25.9	DCXR																	113.4	74.2	185.3	5.2	68.6	94.9	115.3	30.6	94.7	36.1	118.9	133.5	98.2	180.6	77.9	102.3																																																
High	Master Protein	Q9NQC3	Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2	1	1	2	1	129.9	RTN4	62.4	62.6	59.5	90.5	97.3	65.5	90.5	27.2	209	111	38.4	68.9	24.3	65	114.7	139.1	19.2	13.3	16.7		33	69.5	29.6	19.2	53.8	17.7	36.5	14.9	144.9	16.9	9.8	33.5																																																
Medium	Master Protein	Q15293	Reticulocalbin-1 OS=Homo sapiens OX=9606 GN=RCN1 PE=1 SV=1	2	1	2	1	38.9	RCN1																																	65.3	138.5	220.3	74	28.1	45.8	15.5	9.7	8	268.4	34.3	26.8	48.2	14.1	13.5	54.8	73.8	64.3	57.5	149.8	93.2	42.8	234.4	130.1	49.5	25	17.3	19.4	169.4	27.5	35.2	40.7																
High	Master Protein	Q9BVC6	Transmembrane protein 109 OS=Homo sapiens OX=9606 GN=TMEM109 PE=1 SV=1	5	1	2	1	26.2	TMEM109																																																																	27.2	5.4	20	60.1	26.3	18	26.6	20.3	17.4	44.1	32.3	33.7	16.2	21.9	23.4	23.8
Medium	Master Protein	Q12907	Vesicular integral-membrane protein VIP36 OS=Homo sapiens OX=9606 GN=LMAN2 PE=1 SV=1	3	1	2	1	40.2	LMAN2																																	73.6	271.5	253.4	96.5	28.9	42.9	35.4	21.8	77.2	144	41.1	23.5	113.7	20	16.2	69.8	35.4	55.1	42.6	79.4	218.6	60.4	170.9	90.9	69.8	12.3	14.7	6.9	110.3	15.3	22.6	32.4																
High	Master Protein	P17900	Ganglioside GM2 activator OS=Homo sapiens OX=9606 GN=GM2A PE=1 SV=4	5	1	2	1	20.8	GM2A																																	81.5	60.5	81.8	19.5	18	31.5	18.4	58.6	22.5	154.6	32	26.8	55.1	17.7	20.3	56.5																	82.2	13.5	29.9	36.4	50.8	63.8	229.1	33.6	17.4	155.2	24.8	39.3	23.2	33.4	24	59
High	Master Protein	Q16891	MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1	3	1	2	1	83.6	IMMT																																																	5.9	9.8	12.9	16.1	15.6	10.3	34.4	17.6	9.8	5.1	6.9	2.5	16.4	4.7	6	11.1	13.2	6.6	14.3	14.2	4	19.1	14.3	7.5	4.9	14.8	10.1	7.2	9	9.1	13.2	16.7
High	Master Protein	O00764	Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1	7	1	2	1	35.1	PDXK																																																																	34.2	8.4	20.3	41.4	18.6	22	24.7	31.1	15.5	69.9	12.6	17	17.9	10.6	35.1	37.1
Low	Master Protein	O43617	Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1	4	1	1	1	20.3	TRAPPC3																																																	66.8	115.1	53.3	90.1	54.8	58.2	201.3	99.3	51.6	14.3	13.8	10.4	69.5	19.8	34.6	51																
Medium	Master Protein	A0A6L3NR69	Putative glycolipid-binding domain-containing protein OS=Pseudomonas aeruginosa OX=287 GN=F7O94_28475 PE=4 SV=1	4	1	1	1	21.5																		35.2	53.1	48.3	4.8	29.1	44.5	35.1	47.7	183.3	34.3	76.3	47.3	53.2	67.5	23.3	38.4																																																
Medium	Master Protein	P48556	26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2	2	1	1	1	39.6	PSMD8																																																	33.5	65.6	37.8	62	43.2	42.2	190.6	44.4	32.7	21.2	8.4	12.3	63.9	16.1	25.3	37.4																
High	Master Protein	P23368	"NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1"	3	1	1	1	65.4	ME2																																	41.1	357.5	208.9	86.8	35.4	23	38.5	9.7	28.3	61.9	31.8	14.5	139.9	10.7	16.5	60.1																																
High	Master Protein	A0A075B6S5	Immunoglobulin kappa variable 1-27 OS=Homo sapiens OX=9606 GN=IGKV1-27 PE=3 SV=1	14	1	1	1	12.7	IGKV1-27																																																	62	161.9	84.6	149.7	53.3	30.5	100.7	85.2	52.3	10.6	7.1	11.1	76	21.3	26.1	39.1																
Medium	Master Protein	P06865	Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2	2	1	1	1	60.7	HEXA																																																	134.6	242.2	105.9	176.2	161.2	88.4	875.6	153.8	120.3	32.4	23.7	24	101	52.5	47.1	57.7																
Medium	Master Protein	O75347	Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3	6	1	1	1	12.8	TBCA																																	239.3	150.2	228.2	135.1	39	105.5	164	25.8	58.3	469.5	47.7	59.3	218.3	21.8	63.5	61.1																																
High	Master Protein	P40763	Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2	2	1	1	1	88	STAT3																																																	27.2	41	33.7	27.8	48.4	74.4	195.6	26.5	39.9	7.6	9.3	12.3	54.3	16.6	28.8	40.8																
High	Master Protein	Q13126	S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2	6	1	1	1	31.2	MTAP																																																																	18.2	4.2	13.8	16.3	15.2	13.1	17.8	11.3	6.8	16.9	13.9	17.3	11.3	7	8.9	13.7
High	Master Protein	P35270	Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1	8	1	1	1	28	SPR																																																	20.7	61.6	33.1	63.9	23.2	13.6	80.4	51.4	27.9	7.7	7.7	5.4	39.6	7.7	16.9	29.7																
High	Master Protein	O95460	Matrilin-4 OS=Homo sapiens OX=9606 GN=MATN4 PE=1 SV=3	3	1	1	1	68.4	MATN4																																																	37.3	38.2	28.3	75.4	28.5	26.6	62.6	32.6	30.8	13.1	12.9	8.5	45.1	11.1	21.7	22																
High	Master Protein	Q92734	Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2	3	1	1	1	43.4	TFG																																	38.4	60.8	121.5	34.2	26.7	28.5	16.8	4.8	5.9	93.3	14.8	15.3	32.8	9.6	11.7	33.5																																
High	Master Protein	P31025	Lipocalin-1 OS=Homo sapiens OX=9606 GN=LCN1 PE=1 SV=1	6	1	1	1	19.2	LCN1																																	7	16.6	7.4	11.5	19.8	8.6	5.8	31.5	24.5	14.2	89.5	34.1	6.7	17.4	13.7	23.6																																
High	Master Protein	Q9BYD5	Cornifelin OS=Homo sapiens OX=9606 GN=CNFN PE=1 SV=2	20	1	1	1	12.4	CNFN																																																																	14	3.8	34.2	15.5	59.2	11	87.3	4.6	6	3.4	10.2	27.6	7.5	8.5	5.4	7.1
Medium	Master Protein	P48061	Stromal cell-derived factor 1 OS=Homo sapiens OX=9606 GN=CXCL12 PE=1 SV=1	15	1	1	1	10.7	CXCL12																																																																	4.5	4.9	3.6	9.6	5.8	5.4	8.1	8.7	4.7	8.3	12	8.7	5.2	6.2	21.8	9.1
High	Master Protein	Q96TC7	Regulator of microtubule dynamics protein 3 OS=Homo sapiens OX=9606 GN=RMDN3 PE=1 SV=2	5	1	1	1	52.1	RMDN3																																	3.3	11.9	15.9	4.5	5	2	3.4			7.2	3	4.2	5	2	2.1	4.9																																
Medium	Master Protein	Q04837	"Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1"	5	1	1	1	17.2	SSBP1																	42.1	9.9	21.6	2.2	24.7	89.3	29.2	20.1	90.5	13.2	25.6	46.6	92.9	25.6	37.8	18.8																																																
High	Master Protein	P27144	"Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1"	5	1	1	1	25.3	AK4																	13.6	5.1	15.1		18	21.7	16.6	13.6	37.7	15	22	33.6	69.7	28.9	28.9	8.6																																																
Low	Master Protein	Q16531	DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1	1	1	1	1	126.9	DDB1																																																	71.3	91.1	70.6	94.2	118.4	64.8	376.4	91.9	79.2	27.2	29.7	20.1	152.3	36	50.5	73.5																
Low	Master Protein	A0A069PZY0	ATP-dependent zinc protease OS=Pseudomonas aeruginosa OX=287 GN=ALP65_02275 PE=4 SV=1	6	1	1	1	19.7																																																		122.2	25.2	259.6	20	47.2	52.3	434.5	18.1	25.5	14.4	9.7	9.1	17.9	27.8	58	293.7																
High	Master Protein	P08567	Pleckstrin OS=Homo sapiens OX=9606 GN=PLEK PE=1 SV=3	4	1	1	1	40.1	PLEK																																																	37.1	79.1	44.8	52.3	33.7	48.7	94.6	44.6	23.8	19.2	5.6	7.2	31.8	16.6	21.4	38.5																
High	Master Protein	Q92820	Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2	3	1	1	1	35.9	GGH																																																																	88.2	16.8	57.1	38.5	71.7	49.8	99.9	88.6	34.5	280.4	42.6	96.4	36	29.4	41.3	97.5
Medium	Master Protein	Q9NSD9	Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens OX=9606 GN=FARSB PE=1 SV=3	2	1	1	1	66.1	FARSB																																																	111.8	259.3	129.6	155.9	222.9	124.4	558.2	136.8	102.8	57.4	35.5	27.5	227	49.9	83.4	107.7																
Medium	Master Protein	O95967	EGF-containing fibulin-like extracellular matrix protein 2 OS=Homo sapiens OX=9606 GN=EFEMP2 PE=1 SV=3	6	1	1	1	49.4	EFEMP2																																																	14.2	12	15.2	25.1	13.9	9	32.8	25.9	12.3	7.1	4.7	4.4	12.5	10.4	8.9	10.6																
Low	Master Protein	Q9H3K6	BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1	8	1	1	1	10.1	BOLA2; BOLA2B																																	51.7	108.4	88.6	42.9	19.9	24.2	45.8	5.9	14.6	101.4	11.8	13.6	77.8	7.8	9	20.1																																
Medium	Master Protein	O94874	E3 UFM1-protein ligase 1 OS=Homo sapiens OX=9606 GN=UFL1 PE=1 SV=2	1	1	1	1	89.5	UFL1																																	19.2	78.7	106.1	30.9	22.2	13.5	14.4	8	13.3	43.1	28.1	16.7	36.2	9.2	5	31.5																																
Medium	Master Protein	Q8IZQ5	Selenoprotein H OS=Homo sapiens OX=9606 GN=SELENOH PE=1 SV=2	8	1	1	1	13.4	SELENOH	7.6	5.5	12.1	19.8	8.3	21.4	14.8		6.4	3.3		2.9		5.8		3.6																																																																
Medium	Master Protein	P55145	Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3	8	1	1	1	20.7	MANF																																	37.2	61	65.7	30.7	15.2	30.2	22.5	12.4	23.2	83.3	22.2	18	41.9	9.3	10.9	20.2																																
High	Master Protein	P08559	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3"	2	1	1	1	43.3	PDHA1																	6.8		6.4		10.5	23	11.6	10	30.3	12	8.5	6.4	38	4.3	8.4	3.5																																																
Medium	Master Protein	Q14247	Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2	2	1	1	1	61.5	CTTN																																																	14.5	9.6	12.1	11.9	11.5	9.5	64.7	11.6	5.6	2.8	5.7	3.5	19.8	8.3	7.5	12.4																
High	Master Protein	Q10588	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 OS=Homo sapiens OX=9606 GN=BST1 PE=1 SV=2	4	1	1	1	35.7	BST1																																																																	48.6	3.4	14.7	21.7	8.7	23.3	69.5	98.9	7.7	111.3	15.9	21.8	25.5	13.2	12.9	200.5
Medium	Master Protein	P15586	N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3	1	1	1	1	62	GNS	16.9	23.3	22.7	14.6	50.8	6.7	27.7	3.1	31.6	19.4	4.7	18	4	16.5	5.2	15.9																																																																
High	Master Protein	O00161	Synaptosomal-associated protein 23 OS=Homo sapiens OX=9606 GN=SNAP23 PE=1 SV=1	7	1	1	1	23.3	SNAP23																																																	146.5	267.1	160.3	209.3	121.7	174.8	340.7	186.8	106.7	45.3	34.6	16.9	167.7	32.7	63.2	78.1																
High	Master Protein	Q9UBT2	SUMO-activating enzyme subunit 2 OS=Homo sapiens OX=9606 GN=UBA2 PE=1 SV=2	2	1	1	1	71.2	UBA2																																																	53.7	116.7	35.1	63.4	34.9	30.9	152.2	38.2	30.6	11.6	6.4	8.8	36.9	7.5	21.5	31																
High	Master Protein	P11233	Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1	7	1	1	1	23.6	RALA																																																																	75.4	16.5	69.9	195.9	82.4	43.5	64.6	58.9	65.4	187	73.3	87	35.7	36.5	53.7	59.6
Medium	Master Protein	P09936	Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens OX=9606 GN=UCHL1 PE=1 SV=2	4	1	1	1	24.8	UCHL1																																	14.7	13.7	35.2	8.9	5.7	14.3	7.9		6.1	80.6	4.6	5.9	11.3	4.2		10.8																																
High	Master Protein	Q15181	Inorganic pyrophosphatase OS=Homo sapiens OX=9606 GN=PPA1 PE=1 SV=2	5	1	1	1	32.6	PPA1																																																	39	56.4	33.1	37.4	45.7	20.4	187.5	37.4	20.1	6.4	4.8	7.1	32	7.8	12.8	16.6																
High	Master Protein	O60218	Aldo-keto reductase family 1 member B10 OS=Homo sapiens OX=9606 GN=AKR1B10 PE=1 SV=2	3	1	1	1	36	AKR1B10																																																	158	97.4	85.7	47.3	91.9	104.3	1830	47.6	75.7	16.8	10.5	10	37.1	29.1	101.1	249.8																
Medium	Master Protein	A0A5E5QY63	Uncharacterized protein OS=Pseudomonas aeruginosa OX=287 GN=TUEID40_02091 PE=4 SV=1	3	1	1	1	22.9		10.7	13.8	6.9	42.5	30.8	9.5	16.6	4.2	15.9	11.6	2.5	7.8		24.5	2.5	13.1																																																																
Medium	Master Protein	P11169	"Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens OX=9606 GN=SLC2A3 PE=1 SV=1"	2	1	1	1	53.9	SLC2A3																																																	37.5	115.4	35.7	83.7	40.2	86.5	127.3	38.2	26.8	16.9	13.3	9.5	46.7	22.6	31.2	34.1																
High	Master Protein	O75937	DnaJ homolog subfamily C member 8 OS=Homo sapiens OX=9606 GN=DNAJC8 PE=1 SV=2	4	1	1	1	29.8	DNAJC8																																	34	60.2	77	35	13.1	22.5	7.7	5.3	12.7	69.5	15.6	15.4	37.5	11.4	6.3	18.7																																
Low	Master Protein	P43034	Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens OX=9606 GN=PAFAH1B1 PE=1 SV=2	4	1	1	1	46.6	PAFAH1B1																																																																	59.1	30.7	44.4	61.1	64.2	39.7	44.7	58.4	35.1	77.4	36.2	58.2	40.3	25.1	31.3	74.2
Medium	Master Protein	P20591	Interferon-induced GTP-binding protein Mx1 OS=Homo sapiens OX=9606 GN=MX1 PE=1 SV=4	2	1	1	1	75.5	MX1																																																	47.7	96.6	40	71.1	85.8	55.9	159.7	29.4	33.5	34.9	18.4	32.9	36.1	20.6	44.3	41.6																
High	Master Protein	Q9UKY3	Putative inactive carboxylesterase 4 OS=Homo sapiens OX=9606 GN=CES1P1 PE=5 SV=2	4	1	1	1	30.7	CES1P1																																																	28.7	38.4	74.1	40.1	72.3	36.4	128.1	28.7	42.1	69	37.9	18.1	33.9	14.7	45.6	39.8																
High	Master Protein	Q15904	V-type proton ATPase subunit S1 OS=Homo sapiens OX=9606 GN=ATP6AP1 PE=1 SV=2	2	1	1	1	52	ATP6AP1																																																																	50.1	10.6	22.7	26	22	29.3	72	84.7	13.9	177.1	16	22.9	11.3	13.3	26	60.3
Medium	Master Protein	Q9BY32	Inosine triphosphate pyrophosphatase OS=Homo sapiens OX=9606 GN=ITPA PE=1 SV=2	7	1	1	1	21.4	ITPA																																																	13.7	23	15.6	41.5	20.7	11.8	67	28.2	12.7	5.5	3.5	3.4	19.7	7.2	9.7	17																
High	Master Protein	P49746	Thrombospondin-3 OS=Homo sapiens OX=9606 GN=THBS3 PE=1 SV=1	1	1	1	1	104.1	THBS3																	30.9	3.8	14.6		29.1	20.1	27.9		283.9	7.6	36.2	6.9	181.2	7.1	70.4	2.6																																																
High	Master Protein	Q8WXF1	Paraspeckle component 1 OS=Homo sapiens OX=9606 GN=PSPC1 PE=1 SV=1	4	1	1	1	58.7	PSPC1																																	24.1	100.8	86.9	20.1	20.2	17.8	11.3	5.9	15.9	77	33.3	12.6	20.5	9.6	5.2	25.1																																
High	Master Protein	Q86TX2	Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1	3	1	1	1	46.2	ACOT1																																	8.8	44.6	43.5	18.7	17.8	9.3	11.8	6.5	6.3	27.4	10	12	13.7	6.9	4.5	12.6																																
High	Master Protein	Q9UHA4	Ragulator complex protein LAMTOR3 OS=Homo sapiens OX=9606 GN=LAMTOR3 PE=1 SV=1	19	1	1	1	13.6	LAMTOR3																																																	31.6	36.1	18.8	38.7	7.4	20.7	97.7	33	14.2	6.7	2.7	3.7	14.2	3.9	18.1	23.7																
Low	Master Protein	P62308	Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1	9	1	1	1	8.5	SNRPG																																																																	41.4	6.7	20.9	26.8	16	29.6	43.1	27.4	13.7	70.1	20.8	14.2	22.4	12.4	18.2	24.3
Low	Master Protein	P51608	Methyl-CpG-binding protein 2 OS=Homo sapiens OX=9606 GN=MECP2 PE=1 SV=1	2	1	1	1	52.4	MECP2																																																																	51.4	11.4	24.2	51.2	22.8	22.5	35.9	36.8	33.4	78.5	66.8	55.4	20.4	31.1	44.8	30.5
Medium	Master Protein	Q63ZY3	KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens OX=9606 GN=KANK2 PE=1 SV=1	2	1	1	1	91.1	KANK2																																	29.7	94.9	135.7	77.1	34	47.1	46.7	6.6	15.2	146.6	37	35.1	48.3	10	12.3	23.7																																
Medium	Master Protein	Q9BUT1	3-hydroxybutyrate dehydrogenase type 2 OS=Homo sapiens OX=9606 GN=BDH2 PE=1 SV=2	3	1	1	1	26.7	BDH2	41.3	39.7	53	33.8	146.4	31.2	123.9	14.4	42.4	66	12.3	49	7.1	48.2	29.4	71.3																																																																
Medium	Master Protein	A0A2S5IAM5	DNA-binding response regulator OS=Pseudomonas aeruginosa OX=287 GN=HV87_09140 PE=4 SV=1	4	1	1	1	22.7	uvrY_1																																																																	27.1	19.9	48.6	22.3	27.7	19.2	195.7		7298	55.1	205.5	46.7	34.8	28.2	88.1	45.5
Medium	Master Protein	Q76M96	Coiled-coil domain-containing protein 80 OS=Homo sapiens OX=9606 GN=CCDC80 PE=1 SV=1	1	1	1	1	108.1	CCDC80																																	58.2	62.7	105.6	60.3	90.5	49.7	47.6	41.6	44.9	64.8	81.9	55.5	147	26.9	32.8	53.1																																
Medium	Master Protein	P61769	Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1	8	1	1	1	13.7	B2M																																	117.4	199.9	177.3	101.8	22.6	54	26.4	23.3	85.1	184.9	47.4	29.5	111.2	12.1	17.3	44.5																																
High	Master Protein	P04844	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2 PE=1 SV=3	2	1	1	1	69.2	RPN2																																																	32.7	51.5	19.5	28.3	88.4	23.4	66.9	33	24.6	10.8	6.7	8.3	51.3	12.8	15.7	22.6																
High	Master Protein	P49961	Ectonucleoside triphosphate diphosphohydrolase 1 OS=Homo sapiens OX=9606 GN=ENTPD1 PE=1 SV=1	3	1	1	1	57.9	ENTPD1																																	8.9	27.4	28.1	13.2	6.4	9.9	6	6.5	11.4	35.9	7.5		8.7	2.5	2.2	9.3																																
High	Master Protein	O00560	Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1	6	1	1	1	32.4	SDCBP																																																	30.1	39.2	29.8	37.4	38.5	35.4	92.7	53.9	30.4	24.9	15	23.6	39.7	17.7	26.1	29.1																
High	Master Protein	Q9UHV9	Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1	9	1	1	1	16.6	PFDN2																																																																	10.5	2.6	6.6	7.9	6.6	5.3	7.8	7.8	3.7	13	6.3	6.3	2.2	4.8	5.8	7.9
High	Master Protein	P54920	Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3	4	1	1	1	33.2	NAPA																																																																	12	4.6	14.7	13.3	12.4	8.2	11.5	15.4	8.7	18.7	10.9	9.8	12.3	4.3	14.3	13.7
Medium	Master Protein	Q92882	Osteoclast-stimulating factor 1 OS=Homo sapiens OX=9606 GN=OSTF1 PE=1 SV=2	7	1	1	1	23.8	OSTF1																																																	53.2	100.7	32.5	49.1	43.2	56.8	187	47.5	30.7	13.1	7.6	5.9	47.7	10.7	22.2	15.9																
Medium	Master Protein	Q53RT3	Retroviral-like aspartic protease 1 OS=Homo sapiens OX=9606 GN=ASPRV1 PE=1 SV=1	4	1	1	1	37	ASPRV1																																	76.7	23	180.9	10.3	25.3	15.5	39.6	284.4	22.6	36	167.8	17.8	15.5	21.3	15.3	86.8																																
Low	Master Protein	O76094	Signal recognition particle subunit SRP72 OS=Homo sapiens OX=9606 GN=SRP72 PE=1 SV=3	2	1	1	1	74.6	SRP72																																																	36.7	49.3	53	40.9	81.6	22	138.9	39.5	35.2	24.4	4.2	12.3	35.8	11.6	17.3	28																
Medium	Master Protein	P55060	Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3	2	1	1	1	110.3	CSE1L																																																	15.1	29.2	16.9	13.7	20.9	23.2	139.2	10.8	14.7	5.4	3.5	4.2	30.4	5.1	8.6	19.6																
High	Master Protein	Q00013	55 kDa erythrocyte membrane protein OS=Homo sapiens OX=9606 GN=MPP1 PE=1 SV=2	3	1	1	1	52.3	MPP1																																	18	38.5	33.7	26.6	8.7	17.7	92.6	6.2	18.1	24.9	16.9	8	27.7	7.6	27	26																																
Medium	Master Protein	Q99426	Tubulin-folding cofactor B OS=Homo sapiens OX=9606 GN=TBCB PE=1 SV=2	3	1	1	1	27.3	TBCB																																	34.1	38	65.8	25.7	14.1	28.3	13.4	4.5	10.6	78.3	17	13.5	52.2	6.1	7.2	13.1																																
Low	Master Protein	O75947	"ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=3"	10	1	1	1	18.5	ATP5PD																																																	73.3	83	75.5	79.3	92.4	31.2	336.4	92.1	79.5	21.6	25.9	17.8	56.8	16.4	26.9	23.5																
Medium	Master Protein	Q5VVQ6	Ubiquitin thioesterase OTU1 OS=Homo sapiens OX=9606 GN=YOD1 PE=1 SV=1	5	1	1	1	38.3	YOD1																																																																	31.6	117.6	150.4	73.4	90.1	36.2	33.7	177.9	28	69	121.4	330.4	53.3	30.8	53.1	68
High	Master Protein	Q9BW30	Tubulin polymerization-promoting protein family member 3 OS=Homo sapiens OX=9606 GN=TPPP3 PE=1 SV=1	7	1	1	1	19	TPPP3																																	61.7	69.3	362.9	58.6	31	42.8	31.6	16.4	22.2	131.9	39.8	52.2	28.8	15.7	14.6	62.8																																
